row_id,price_true,pred_median,pred_missforest,pred_llm,abs_err_median,abs_err_missforest,abs_err_llm
763,129.99,72.5,78.36826666666695,29.99,57.49000000000001,51.621733333333054,100.00000000000001
764,359.1,72.5,1062.408299999999,,286.6,703.3082999999989,
771,24.98,72.5,62.51890000000001,89.99,47.519999999999996,37.53890000000001,65.00999999999999
777,9.31,83.485,104.51463333333352,24.99,74.175,95.20463333333352,15.679999999999998
785,827.99,72.5,987.3256333333328,499.99,755.49,159.3356333333328,328.0
786,1.99,50.3,165.54970000000014,49.99,48.309999999999995,163.55970000000013,48.0
787,7.0,9.995,46.831266666666586,3.99,2.994999999999999,39.831266666666586,3.01
802,59.99,50.3,135.8900666666669,19.99,9.690000000000005,75.9000666666669,40.0
816,169.99,50.3,31.41699999999997,39.99,119.69000000000001,138.57300000000004,130.0
818,2.13,83.485,25.687333333333303,29.99,81.355,23.557333333333304,27.86
822,4.0,50.3,48.382199999999926,8.5,46.3,44.382199999999926,4.5
825,129.99,50.3,222.76173333333315,49.99,79.69000000000001,92.77173333333315,80.0
839,374.99,72.5,101.30570000000009,199.0,302.49,273.6842999999999,175.99
841,9.99,83.485,45.70886666666657,39.99,73.495,35.71886666666657,30.0
853,50.0,50.3,151.75250000000008,39.99,0.29999999999999716,101.75250000000008,10.009999999999998
863,9.99,24.99,29.322166666666615,12.99,14.999999999999998,19.332166666666616,3.0
868,119.99,72.5,53.050933333333205,89.99,47.489999999999995,66.93906666666679,30.0
877,549.99,72.5,14.901166666666628,299.99,477.49,535.0888333333334,250.0
881,3.99,83.485,51.24089999999985,49.99,79.495,47.250899999999845,46.0
892,1.0,9.995,88.86173333333338,4.99,8.995,87.86173333333338,3.99
895,9.99,72.5,698.1170999999977,39.99,62.51,688.1270999999977,30.0
898,1199.99,83.485,209.15486666666663,299.99,1116.505,990.8351333333334,900.0
916,7.49,58.42,79.93593333333358,45.0,50.93,72.44593333333358,37.51
920,4.0,50.3,45.71276666666662,5.0,46.3,41.71276666666662,1.0
956,59.0,50.3,15.782566666666632,9.99,8.700000000000003,43.21743333333337,49.01
969,899.0,72.5,55.80273333333327,29.99,826.5,843.1972666666667,869.01
973,4.29,72.5,14.159566666666624,39.99,68.21,9.869566666666625,35.7
974,192.95,83.485,161.59093333333337,79.99,109.46499999999999,31.35906666666662,112.96
994,57.1,16.939999999999998,26.925033333333246,24.99,40.160000000000004,30.174966666666755,32.11
997,24.99,50.3,162.87169999999992,12.99,25.31,137.8816999999999,11.999999999999998
1008,179.0,72.5,129.5196333333333,39.99,106.5,49.4803666666667,139.01
1009,199.99,50.3,101.19783333333376,49.99,149.69,98.79216666666625,150.0
1016,47.99,72.5,35.7185666666666,99.99,24.509999999999998,12.271433333333405,51.99999999999999
1043,1.49,50.3,184.72996666666637,49.99,48.809999999999995,183.23996666666636,48.5
1053,168.0,50.3,165.58186666666643,49.99,117.7,2.4181333333335715,118.00999999999999
1068,975.0,50.3,155.95789999999997,39.99,924.7,819.0421,935.01
1075,15.0,50.3,231.0721333333328,599.0,35.3,216.0721333333328,584.0
1078,59.99,72.5,710.3938333333319,349.99,12.509999999999998,650.4038333333319,290.0
1089,799.0,83.485,327.81516666666704,79.99,715.515,471.18483333333296,719.01
1096,19.98,83.485,171.92840000000024,149.99,63.504999999999995,151.94840000000025,130.01000000000002
1114,6.49,72.5,53.9187666666666,39.99,66.01,47.4287666666666,33.5
1116,2.0,50.3,4.319933333333338,15.0,48.3,2.3199333333333376,13.0
1127,242.1,83.485,183.2326333333334,49.99,158.615,58.867366666666584,192.10999999999999
1146,59.99,72.5,226.4175999999998,24.99,12.509999999999998,166.42759999999979,35.0
1158,857.1,50.3,69.20536666666683,49.99,806.8000000000001,787.8946333333332,807.11
1164,4.0,50.3,37.096066666666616,5.0,46.3,33.096066666666616,1.0
1174,4.0,83.485,44.41979999999988,5.0,79.485,40.41979999999988,1.0
1175,279.99,50.3,107.78896666666694,79.99,229.69,172.20103333333307,200.0
1183,289.0,50.3,182.5963333333331,49.99,238.7,106.40366666666691,239.01
1188,599.99,50.3,181.48436666666663,49.99,549.69,418.5056333333334,550.0
1189,53.99,58.42,52.10896666666658,35.99,4.43,1.88103333333342,18.0
1190,2.99,50.3,11.081566666666635,12.99,47.309999999999995,8.091566666666635,10.0
1195,49.99,72.5,25.679999999999986,29.99,22.509999999999998,24.310000000000016,20.000000000000004
1199,34.99,72.5,63.10039999999999,29.99,37.51,28.11039999999999,5.0000000000000036
1208,374.99,72.5,835.2785999999988,399.99,302.49,460.28859999999884,25.0
1212,69.99,58.42,66.05116666666672,39.99,11.569999999999993,3.938833333333278,29.999999999999993
1215,109.99,72.5,86.04810000000012,49.99,37.489999999999995,23.941899999999876,59.99999999999999
1225,513.3,83.485,89.91093333333356,49.99,429.81499999999994,423.3890666666664,463.30999999999995
1232,49.99,75.0,25.05263333333327,29.99,25.009999999999998,24.937366666666733,20.000000000000004
1248,1399.0,72.5,779.2622666666662,,1326.5,619.7377333333338,
1257,39.99,83.485,261.82449999999994,89.99,43.495,221.83449999999993,49.99999999999999
1265,12.99,24.99,25.513833333333267,9.99,11.999999999999998,12.523833333333267,3.0
1286,99.7,50.3,19.46993333333329,25.0,49.400000000000006,80.23006666666672,74.7
1289,69.99,72.5,540.9885999999999,299.99,2.510000000000005,470.9985999999999,230.0
1294,399.99,72.5,171.20793333333322,349.99,327.49,228.7820666666668,50.0
1308,819.99,50.3,596.5844666666661,49.99,769.69,223.4055333333339,770.0
